filename,logo-name,x,y,farbe
neural_network/training_images/triangle_red_0098.bmp,triangle,57,65,red
neural_network/training_images/triangle_red_0099.bmp,triangle,77,63,red
neural_network/training_images/triangle_red_0100.bmp,triangle,73,63,red
neural_network/training_images/triangle_red_0101.bmp,triangle,67,59,red
neural_network/training_images/triangle_red_0102.bmp,triangle,60,63,red
neural_network/training_images/triangle_red_0103.bmp,triangle,57,61,red
neural_network/training_images/triangle_red_0104.bmp,triangle,62,63,red
neural_network/training_images/triangle_red_0105.bmp,triangle,53,75,red
neural_network/training_images/triangle_red_0106.bmp,triangle,61,67,red
neural_network/training_images/triangle_red_0107.bmp,triangle,61,63,red
neural_network/training_images/triangle_red_0108.bmp,triangle,48,78,red
neural_network/training_images/triangle_red_0109.bmp,triangle,68,78,red
neural_network/training_images/triangle_red_0110.bmp,triangle,52,61,red
neural_network/training_images/triangle_red_0111.bmp,triangle,77,68,red
neural_network/training_images/triangle_red_0112.bmp,triangle,54,72,red
neural_network/training_images/triangle_red_0113.bmp,triangle,61,77,red
neural_network/training_images/triangle_red_0114.bmp,triangle,54,69,red
neural_network/training_images/triangle_red_0115.bmp,triangle,79,59,red
neural_network/training_images/triangle_red_0116.bmp,triangle,46,63,red
neural_network/training_images/triangle_red_0117.bmp,triangle,67,62,red
neural_network/training_images/triangle_red_0118.bmp,triangle,45,70,red
neural_network/training_images/triangle_red_0119.bmp,triangle,69,80,red
neural_network/training_images/triangle_red_0120.bmp,triangle,61,55,red
neural_network/training_images/triangle_red_0121.bmp,triangle,62,63,red
neural_network/training_images/triangle_red_0122.bmp,triangle,66,64,red
neural_network/training_images/triangle_red_0123.bmp,triangle,65,65,red
neural_network/training_images/triangle_red_0124.bmp,triangle,69,73,red
neural_network/training_images/triangle_red_0125.bmp,triangle,57,69,red
neural_network/training_images/triangle_red_0126.bmp,triangle,74,60,red
neural_network/training_images/triangle_red_0127.bmp,triangle,74,68,red
neural_network/training_images/triangle_red_0128.bmp,triangle,72,61,red
neural_network/training_images/triangle_red_0129.bmp,triangle,64,63,red
neural_network/training_images/triangle_red_0130.bmp,triangle,90,69,red
neural_network/training_images/triangle_red_0131.bmp,triangle,63,70,red
neural_network/training_images/triangle_red_0132.bmp,triangle,66,66,red
neural_network/training_images/triangle_red_0133.bmp,triangle,56,63,red
neural_network/training_images/triangle_red_0134.bmp,triangle,68,71,red
neural_network/training_images/triangle_red_0135.bmp,triangle,70,78,red
neural_network/training_images/triangle_red_0136.bmp,triangle,67,60,red
neural_network/training_images/triangle_red_0137.bmp,triangle,67,63,red
neural_network/training_images/triangle_red_0138.bmp,triangle,59,82,red
neural_network/training_images/triangle_red_0139.bmp,triangle,71,65,red
neural_network/training_images/triangle_red_0140.bmp,triangle,58,65,red
neural_network/training_images/triangle_red_0141.bmp,triangle,65,46,red
neural_network/training_images/triangle_red_0142.bmp,triangle,59,67,red
neural_network/training_images/triangle_red_0143.bmp,triangle,58,52,red
neural_network/training_images/triangle_red_0144.bmp,triangle,72,66,red
neural_network/training_images/triangle_red_0145.bmp,triangle,52,72,red
neural_network/training_images/triangle_red_0146.bmp,triangle,53,58,red
neural_network/training_images/triangle_red_0147.bmp,triangle,73,62,red
neural_network/training_images/triangle_red_0148.bmp,triangle,62,68,red
neural_network/training_images/triangle_red_0149.bmp,triangle,50,71,red
neural_network/training_images/triangle_red_0150.bmp,triangle,57,73,red
neural_network/training_images/triangle_red_0151.bmp,triangle,73,62,red
neural_network/training_images/triangle_red_0152.bmp,triangle,73,60,red
neural_network/training_images/triangle_red_0153.bmp,triangle,75,68,red
neural_network/training_images/triangle_red_0154.bmp,triangle,56,67,red
neural_network/training_images/triangle_red_0155.bmp,triangle,63,77,red
neural_network/training_images/triangle_red_0156.bmp,triangle,72,63,red
neural_network/training_images/triangle_red_0157.bmp,triangle,67,67,red
neural_network/training_images/triangle_red_0158.bmp,triangle,68,65,red
neural_network/training_images/triangle_red_0159.bmp,triangle,74,63,red
neural_network/training_images/triangle_red_0160.bmp,triangle,71,58,red
neural_network/training_images/triangle_red_0161.bmp,triangle,61,55,red
neural_network/training_images/triangle_red_0162.bmp,triangle,68,69,red
neural_network/training_images/triangle_red_0163.bmp,triangle,63,78,red
neural_network/training_images/triangle_red_0164.bmp,triangle,75,66,red
neural_network/training_images/triangle_red_0165.bmp,triangle,63,65,red
neural_network/training_images/triangle_red_0166.bmp,triangle,59,70,red
neural_network/training_images/triangle_red_0167.bmp,triangle,63,65,red
neural_network/training_images/triangle_red_0168.bmp,triangle,51,71,red
neural_network/training_images/triangle_red_0169.bmp,triangle,61,67,red
neural_network/training_images/triangle_red_0170.bmp,triangle,66,64,red
neural_network/training_images/triangle_red_0171.bmp,triangle,62,59,red
neural_network/training_images/triangle_red_0172.bmp,triangle,52,69,red
neural_network/training_images/triangle_red_0173.bmp,triangle,71,50,red
neural_network/training_images/triangle_red_0174.bmp,triangle,60,49,red
neural_network/training_images/triangle_red_0175.bmp,triangle,73,67,red
neural_network/training_images/triangle_red_0176.bmp,triangle,68,43,red
neural_network/training_images/triangle_red_0177.bmp,triangle,70,59,red
neural_network/training_images/triangle_red_0178.bmp,triangle,57,67,red
neural_network/training_images/triangle_red_0179.bmp,triangle,65,59,red
neural_network/training_images/triangle_red_0180.bmp,triangle,58,58,red
neural_network/training_images/triangle_red_0181.bmp,triangle,80,57,red
neural_network/training_images/triangle_red_0182.bmp,triangle,61,65,red
neural_network/training_images/triangle_red_0183.bmp,triangle,56,63,red
neural_network/training_images/triangle_red_0184.bmp,triangle,69,79,red
neural_network/training_images/triangle_red_0185.bmp,triangle,64,48,red
neural_network/training_images/triangle_red_0186.bmp,triangle,46,64,red
neural_network/training_images/triangle_red_0187.bmp,triangle,72,64,red
neural_network/training_images/triangle_red_0188.bmp,triangle,73,62,red
neural_network/training_images/triangle_red_0189.bmp,triangle,76,64,red
neural_network/training_images/triangle_red_0190.bmp,triangle,48,52,red
neural_network/training_images/triangle_red_0191.bmp,triangle,70,54,red
neural_network/training_images/triangle_red_0192.bmp,triangle,65,77,red
neural_network/training_images/triangle_red_0193.bmp,triangle,63,68,red
neural_network/training_images/triangle_red_0194.bmp,triangle,62,49,red
neural_network/training_images/triangle_red_0195.bmp,triangle,58,67,red
neural_network/training_images/triangle_red_0196.bmp,triangle,78,72,red
neural_network/training_images/triangle_red_0197.bmp,triangle,51,71,red
neural_network/training_images/triangle_red_0198.bmp,triangle,48,61,red
neural_network/training_images/triangle_red_0199.bmp,triangle,71,76,red
neural_network/training_images/triangle_red_0200.bmp,triangle,61,72,red
neural_network/training_images/triangle_red_0201.bmp,triangle,74,84,red
neural_network/training_images/triangle_red_0202.bmp,triangle,48,58,red
neural_network/training_images/triangle_red_0203.bmp,triangle,75,49,red
neural_network/training_images/triangle_red_0204.bmp,triangle,53,64,red
neural_network/training_images/triangle_red_0205.bmp,triangle,69,71,red
neural_network/training_images/triangle_red_0206.bmp,triangle,69,59,red
neural_network/training_images/triangle_red_0207.bmp,triangle,64,68,red
neural_network/training_images/triangle_red_0208.bmp,triangle,58,60,red
neural_network/training_images/triangle_red_0209.bmp,triangle,59,69,red
neural_network/training_images/triangle_red_0210.bmp,triangle,57,65,red
neural_network/training_images/triangle_red_0211.bmp,triangle,64,66,red
neural_network/training_images/triangle_red_0212.bmp,triangle,55,78,red
neural_network/training_images/triangle_red_0213.bmp,triangle,57,54,red
neural_network/training_images/triangle_red_0214.bmp,triangle,72,56,red
neural_network/training_images/triangle_red_0215.bmp,triangle,57,66,red
neural_network/training_images/triangle_red_0216.bmp,triangle,59,68,red
neural_network/training_images/triangle_red_0217.bmp,triangle,62,70,red
neural_network/training_images/triangle_red_0218.bmp,triangle,54,59,red
neural_network/training_images/triangle_red_0219.bmp,triangle,70,75,red
neural_network/training_images/triangle_red_0220.bmp,triangle,71,72,red
neural_network/training_images/triangle_red_0221.bmp,triangle,64,77,red
neural_network/training_images/triangle_red_0222.bmp,triangle,75,51,red
neural_network/training_images/triangle_red_0223.bmp,triangle,66,68,red
neural_network/training_images/triangle_red_0224.bmp,triangle,66,73,red
neural_network/training_images/triangle_red_0225.bmp,triangle,61,66,red
neural_network/training_images/triangle_red_0226.bmp,triangle,70,66,red
neural_network/training_images/triangle_red_0227.bmp,triangle,64,62,red
neural_network/training_images/triangle_red_0228.bmp,triangle,71,73,red
neural_network/training_images/triangle_red_0229.bmp,triangle,54,67,red
neural_network/training_images/triangle_red_0230.bmp,triangle,54,54,red
neural_network/training_images/triangle_red_0231.bmp,triangle,69,71,red
neural_network/training_images/triangle_red_0232.bmp,triangle,59,67,red
neural_network/training_images/triangle_red_0233.bmp,triangle,56,72,red
neural_network/training_images/triangle_red_0234.bmp,triangle,68,59,red
neural_network/training_images/triangle_red_0235.bmp,triangle,70,54,red
neural_network/training_images/triangle_red_0236.bmp,triangle,58,46,red
neural_network/training_images/triangle_red_0237.bmp,triangle,71,71,red
neural_network/training_images/triangle_red_0238.bmp,triangle,69,64,red
neural_network/training_images/triangle_red_0239.bmp,triangle,75,66,red
neural_network/training_images/triangle_red_0240.bmp,triangle,71,71,red
neural_network/training_images/triangle_red_0241.bmp,triangle,66,67,red
neural_network/training_images/triangle_red_0242.bmp,triangle,63,61,red
neural_network/training_images/triangle_red_0243.bmp,triangle,56,87,red
neural_network/training_images/triangle_red_0244.bmp,triangle,79,79,red
neural_network/training_images/triangle_red_0245.bmp,triangle,70,64,red
neural_network/training_images/triangle_red_0246.bmp,triangle,72,67,red
neural_network/training_images/triangle_red_0247.bmp,triangle,66,61,red
neural_network/training_images/triangle_red_0248.bmp,triangle,72,59,red
neural_network/training_images/triangle_red_0249.bmp,triangle,80,66,red
neural_network/training_images/triangle_red_0250.bmp,triangle,57,62,red
neural_network/training_images/triangle_red_0251.bmp,triangle,61,71,red
neural_network/training_images/triangle_red_0252.bmp,triangle,72,75,red
neural_network/training_images/triangle_red_0253.bmp,triangle,63,67,red
neural_network/training_images/triangle_red_0254.bmp,triangle,77,59,red
neural_network/training_images/triangle_red_0255.bmp,triangle,62,72,red
neural_network/training_images/triangle_red_0256.bmp,triangle,61,62,red
neural_network/training_images/triangle_red_0257.bmp,triangle,74,49,red
neural_network/training_images/triangle_red_0258.bmp,triangle,72,61,red
neural_network/training_images/triangle_red_0259.bmp,triangle,72,79,red
neural_network/training_images/triangle_red_0260.bmp,triangle,56,58,red
neural_network/training_images/triangle_red_0261.bmp,triangle,59,61,red
neural_network/training_images/triangle_red_0262.bmp,triangle,59,57,red
neural_network/training_images/triangle_red_0263.bmp,triangle,72,60,red
neural_network/training_images/triangle_red_0264.bmp,triangle,60,61,red
neural_network/training_images/triangle_red_0265.bmp,triangle,58,54,red
neural_network/training_images/triangle_red_0266.bmp,triangle,64,65,red
neural_network/training_images/triangle_red_0267.bmp,triangle,74,50,red
neural_network/training_images/triangle_red_0268.bmp,triangle,72,57,red
neural_network/training_images/triangle_red_0269.bmp,triangle,70,83,red
neural_network/training_images/triangle_red_0270.bmp,triangle,48,29,red
neural_network/training_images/triangle_red_0271.bmp,triangle,89,64,red
neural_network/training_images/triangle_red_0272.bmp,triangle,35,101,red
neural_network/training_images/triangle_red_0273.bmp,triangle,8,18,red
neural_network/training_images/triangle_red_0274.bmp,triangle,102,49,red
neural_network/training_images/triangle_red_0275.bmp,triangle,6,60,red
neural_network/training_images/triangle_red_0276.bmp,triangle,31,105,red
neural_network/training_images/triangle_red_0277.bmp,triangle,51,78,red
neural_network/training_images/triangle_red_0278.bmp,triangle,110,82,red
neural_network/training_images/triangle_red_0279.bmp,triangle,22,77,red
neural_network/training_images/triangle_red_0280.bmp,triangle,15,72,red
neural_network/training_images/triangle_red_0281.bmp,triangle,60,94,red
neural_network/training_images/triangle_red_0282.bmp,triangle,104,13,red
neural_network/training_images/triangle_red_0283.bmp,triangle,13,55,red
neural_network/training_images/triangle_red_0284.bmp,triangle,96,91,red
neural_network/training_images/triangle_red_0285.bmp,triangle,107,73,red
neural_network/training_images/triangle_red_0286.bmp,triangle,30,113,red
neural_network/training_images/triangle_red_0287.bmp,triangle,73,52,red
neural_network/training_images/triangle_red_0288.bmp,triangle,31,107,red
neural_network/training_images/triangle_red_0289.bmp,triangle,82,84,red
neural_network/training_images/triangle_red_0290.bmp,triangle,73,38,red
neural_network/training_images/triangle_red_0291.bmp,triangle,103,82,red
neural_network/training_images/triangle_red_0292.bmp,triangle,42,106,red
neural_network/training_images/triangle_red_0293.bmp,triangle,36,26,red
neural_network/training_images/triangle_red_0294.bmp,triangle,14,44,red
neural_network/training_images/triangle_red_0295.bmp,triangle,30,111,red
neural_network/training_images/triangle_red_0296.bmp,triangle,6,42,red
neural_network/training_images/triangle_red_0297.bmp,triangle,19,25,red
neural_network/training_images/triangle_red_0298.bmp,triangle,54,21,red
neural_network/training_images/triangle_red_0299.bmp,triangle,46,108,red
neural_network/training_images/triangle_green_0000.bmp,triangle,57,73,green
neural_network/training_images/triangle_green_0001.bmp,triangle,63,61,green
neural_network/training_images/triangle_green_0002.bmp,triangle,60,69,green
neural_network/training_images/triangle_green_0003.bmp,triangle,70,62,green
neural_network/training_images/triangle_green_0004.bmp,triangle,65,49,green
neural_network/training_images/triangle_green_0005.bmp,triangle,54,65,green
neural_network/training_images/triangle_green_0006.bmp,triangle,69,57,green
neural_network/training_images/triangle_green_0007.bmp,triangle,59,68,green
neural_network/training_images/triangle_green_0008.bmp,triangle,59,62,green
neural_network/training_images/triangle_green_0009.bmp,triangle,69,59,green
neural_network/training_images/triangle_green_0010.bmp,triangle,76,51,green
neural_network/training_images/triangle_green_0011.bmp,triangle,51,55,green
neural_network/training_images/triangle_green_0012.bmp,triangle,69,54,green
neural_network/training_images/triangle_green_0013.bmp,triangle,68,71,green
neural_network/training_images/triangle_green_0014.bmp,triangle,61,70,green
neural_network/training_images/triangle_green_0015.bmp,triangle,62,70,green
neural_network/training_images/triangle_green_0016.bmp,triangle,69,69,green
neural_network/training_images/triangle_green_0017.bmp,triangle,80,51,green
neural_network/training_images/triangle_green_0018.bmp,triangle,79,60,green
neural_network/training_images/triangle_green_0019.bmp,triangle,66,62,green
neural_network/training_images/triangle_green_0020.bmp,triangle,62,56,green
neural_network/training_images/triangle_green_0021.bmp,triangle,62,63,green
neural_network/training_images/triangle_green_0022.bmp,triangle,71,64,green
neural_network/training_images/triangle_green_0023.bmp,triangle,73,70,green
neural_network/training_images/triangle_green_0024.bmp,triangle,54,61,green
neural_network/training_images/triangle_green_0025.bmp,triangle,59,77,green
neural_network/training_images/triangle_green_0026.bmp,triangle,64,61,green
neural_network/training_images/triangle_green_0027.bmp,triangle,73,49,green
neural_network/training_images/triangle_green_0028.bmp,triangle,64,67,green
neural_network/training_images/triangle_green_0029.bmp,triangle,66,69,green
neural_network/training_images/triangle_green_0030.bmp,triangle,71,52,green
neural_network/training_images/triangle_green_0031.bmp,triangle,50,70,green
neural_network/training_images/triangle_green_0032.bmp,triangle,60,71,green
neural_network/training_images/triangle_green_0033.bmp,triangle,50,59,green
neural_network/training_images/triangle_green_0034.bmp,triangle,65,90,green
neural_network/training_images/triangle_green_0035.bmp,triangle,71,71,green
neural_network/training_images/triangle_green_0036.bmp,triangle,69,62,green
neural_network/training_images/triangle_green_0037.bmp,triangle,58,59,green
neural_network/training_images/triangle_green_0038.bmp,triangle,71,58,green
neural_network/training_images/triangle_green_0039.bmp,triangle,80,82,green
neural_network/training_images/triangle_green_0040.bmp,triangle,69,66,green
neural_network/training_images/triangle_green_0041.bmp,triangle,78,68,green
neural_network/training_images/triangle_green_0042.bmp,triangle,72,61,green
neural_network/training_images/triangle_green_0043.bmp,triangle,77,57,green
neural_network/training_images/triangle_green_0044.bmp,triangle,61,66,green
neural_network/training_images/triangle_green_0045.bmp,triangle,65,63,green
neural_network/training_images/triangle_green_0046.bmp,triangle,57,55,green
neural_network/training_images/triangle_green_0047.bmp,triangle,60,68,green
neural_network/training_images/triangle_green_0048.bmp,triangle,58,62,green
neural_network/training_images/triangle_green_0049.bmp,triangle,51,69,green
neural_network/training_images/triangle_green_0050.bmp,triangle,56,50,green
neural_network/training_images/triangle_green_0051.bmp,triangle,53,64,green
neural_network/training_images/triangle_green_0052.bmp,triangle,55,70,green
neural_network/training_images/triangle_green_0053.bmp,triangle,68,71,green
neural_network/training_images/triangle_green_0054.bmp,triangle,63,60,green
neural_network/training_images/triangle_green_0055.bmp,triangle,56,53,green
neural_network/training_images/triangle_green_0056.bmp,triangle,63,74,green
neural_network/training_images/triangle_green_0057.bmp,triangle,66,67,green
neural_network/training_images/triangle_green_0058.bmp,triangle,57,55,green
neural_network/training_images/triangle_green_0059.bmp,triangle,62,66,green
neural_network/training_images/triangle_green_0060.bmp,triangle,58,65,green
neural_network/training_images/triangle_green_0061.bmp,triangle,57,77,green
neural_network/training_images/triangle_green_0062.bmp,triangle,68,63,green
neural_network/training_images/triangle_green_0063.bmp,triangle,78,69,green
neural_network/training_images/triangle_green_0064.bmp,triangle,72,53,green
neural_network/training_images/triangle_green_0065.bmp,triangle,71,67,green
neural_network/training_images/triangle_green_0066.bmp,triangle,43,51,green
neural_network/training_images/triangle_green_0067.bmp,triangle,53,68,green
neural_network/training_images/triangle_green_0068.bmp,triangle,56,69,green
neural_network/training_images/triangle_green_0069.bmp,triangle,57,73,green
neural_network/training_images/triangle_green_0070.bmp,triangle,62,68,green
neural_network/training_images/triangle_green_0071.bmp,triangle,72,63,green
neural_network/training_images/triangle_green_0072.bmp,triangle,66,58,green
neural_network/training_images/triangle_green_0073.bmp,triangle,67,62,green
neural_network/training_images/triangle_green_0074.bmp,triangle,68,72,green
neural_network/training_images/triangle_green_0075.bmp,triangle,74,54,green
neural_network/training_images/triangle_green_0076.bmp,triangle,72,73,green
neural_network/training_images/triangle_green_0077.bmp,triangle,62,70,green
neural_network/training_images/triangle_green_0078.bmp,triangle,67,66,green
neural_network/training_images/triangle_green_0079.bmp,triangle,68,67,green
neural_network/training_images/triangle_green_0080.bmp,triangle,69,75,green
neural_network/training_images/triangle_green_0081.bmp,triangle,62,84,green
neural_network/training_images/triangle_green_0082.bmp,triangle,79,59,green
neural_network/training_images/triangle_green_0083.bmp,triangle,79,64,green
neural_network/training_images/triangle_green_0084.bmp,triangle,59,55,green
neural_network/training_images/triangle_green_0085.bmp,triangle,58,56,green
neural_network/training_images/triangle_green_0086.bmp,triangle,58,78,green
neural_network/training_images/triangle_green_0087.bmp,triangle,56,62,green
neural_network/training_images/triangle_green_0088.bmp,triangle,47,60,green
neural_network/training_images/triangle_green_0089.bmp,triangle,67,70,green
neural_network/training_images/triangle_green_0090.bmp,triangle,69,55,green
neural_network/training_images/triangle_green_0091.bmp,triangle,68,65,green
neural_network/training_images/triangle_green_0092.bmp,triangle,67,70,green
neural_network/training_images/triangle_green_0093.bmp,triangle,56,56,green
neural_network/training_images/triangle_green_0094.bmp,triangle,58,69,green
neural_network/training_images/triangle_green_0095.bmp,triangle,66,55,green
neural_network/training_images/triangle_green_0096.bmp,triangle,66,54,green
neural_network/training_images/triangle_green_0097.bmp,triangle,55,55,green
neural_network/training_images/triangle_green_0098.bmp,triangle,81,56,green
neural_network/training_images/triangle_green_0099.bmp,triangle,59,63,green
neural_network/training_images/triangle_green_0100.bmp,triangle,57,59,green
neural_network/training_images/triangle_green_0101.bmp,triangle,41,56,green
neural_network/training_images/triangle_green_0102.bmp,triangle,71,69,green
neural_network/training_images/triangle_green_0103.bmp,triangle,65,51,green
neural_network/training_images/triangle_green_0104.bmp,triangle,66,54,green
neural_network/training_images/triangle_green_0105.bmp,triangle,65,70,green
neural_network/training_images/triangle_green_0106.bmp,triangle,63,80,green
neural_network/training_images/triangle_green_0107.bmp,triangle,66,61,green
neural_network/training_images/triangle_green_0108.bmp,triangle,61,75,green
neural_network/training_images/triangle_green_0109.bmp,triangle,62,72,green
neural_network/training_images/triangle_green_0110.bmp,triangle,52,78,green
neural_network/training_images/triangle_green_0111.bmp,triangle,63,79,green
neural_network/training_images/triangle_green_0112.bmp,triangle,62,69,green
neural_network/training_images/triangle_green_0113.bmp,triangle,72,61,green
neural_network/training_images/triangle_green_0114.bmp,triangle,53,78,green
neural_network/training_images/triangle_green_0115.bmp,triangle,67,78,green
neural_network/training_images/triangle_green_0116.bmp,triangle,67,65,green
neural_network/training_images/triangle_green_0117.bmp,triangle,61,69,green
neural_network/training_images/triangle_green_0118.bmp,triangle,68,59,green
neural_network/training_images/triangle_green_0119.bmp,triangle,56,64,green
neural_network/training_images/triangle_green_0120.bmp,triangle,65,64,green
neural_network/training_images/triangle_green_0121.bmp,triangle,68,55,green
neural_network/training_images/triangle_green_0122.bmp,triangle,69,67,green
neural_network/training_images/triangle_green_0123.bmp,triangle,59,66,green
neural_network/training_images/triangle_green_0124.bmp,triangle,46,58,green
neural_network/training_images/triangle_green_0125.bmp,triangle,71,48,green
neural_network/training_images/triangle_green_0126.bmp,triangle,54,65,green
neural_network/training_images/triangle_green_0127.bmp,triangle,69,63,green
neural_network/training_images/triangle_green_0128.bmp,triangle,73,57,green
neural_network/training_images/triangle_green_0129.bmp,triangle,79,63,green
neural_network/training_images/triangle_green_0130.bmp,triangle,50,65,green
neural_network/training_images/triangle_green_0131.bmp,triangle,62,60,green
neural_network/training_images/triangle_green_0132.bmp,triangle,69,56,green
neural_network/training_images/triangle_green_0133.bmp,triangle,60,65,green
neural_network/training_images/triangle_green_0134.bmp,triangle,62,60,green
neural_network/training_images/triangle_green_0135.bmp,triangle,64,68,green
